"","date","Spending_on_all_cards"
"437",2021-05-17,99.8752572714888
"438",2021-05-18,100.405574524114
"439",2021-05-19,101.247208023452
"440",2021-05-20,101.70623186982
"441",2021-05-21,102.490895514513
"442",2021-05-22,103.600032510379
"443",2021-05-23,104.488356767759
"444",2021-05-24,104.235947178331
"445",2021-05-25,104.561135738702
"446",2021-05-26,104.443117951391
"447",2021-05-27,105.35023547499
"448",2021-05-28,107.306344234043
"449",2021-05-29,107.845911166305
"450",2021-05-30,107.596882944776
"451",2021-05-31,108.793245783055
"452",2021-06-01,110.510086869114
"453",2021-06-02,111.746341034239
"454",2021-06-03,113.076812407422
"455",2021-06-04,112.718849073342
"456",2021-06-05,112.939898159223
"457",2021-06-06,112.858141290883
"458",2021-06-07,108.711920375671
"459",2021-06-08,106.834178704079
"460",2021-06-09,105.867105724204
"461",2021-06-10,104.603612124705
"462",2021-06-11,103.466154270371
"463",2021-06-12,102.718499362926
"464",2021-06-13,102.807677665882
"465",2021-06-14,105.933535666523
"466",2021-06-15,106.05269525932
"467",2021-06-16,106.177574060442
"468",2021-06-17,106.262736038365
"469",2021-06-18,106.400118354343
"470",2021-06-19,107.028398157512
"471",2021-06-20,107.661100304529
"472",2021-06-21,107.740662845674
"473",2021-06-22,107.623485521161
"474",2021-06-23,107.667437533546
"475",2021-06-24,107.76487689338
"476",2021-06-25,109.217492229178
"477",2021-06-26,109.469456179297
"478",2021-06-27,109.777227508379
"479",2021-06-28,110.877421324971
"480",2021-06-29,111.570093986538
"481",2021-06-30,113.194470092336
"482",2021-07-01,114.5778605494
"483",2021-07-02,113.553007395074
"484",2021-07-03,113.129766426858
"485",2021-07-04,112.821344092695
"486",2021-07-05,112.384233141666
"487",2021-07-06,112.551513922608
"488",2021-07-07,111.314425637782
"489",2021-07-08,109.84192999779
"490",2021-07-09,109.54973428192
"491",2021-07-10,109.365774180475
"492",2021-07-11,109.389792299183
"493",2021-07-12,108.988237173214
"494",2021-07-13,108.142961459782
"495",2021-07-14,107.794893758128
"496",2021-07-15,107.747029373505
"497",2021-07-16,107.277121880771
"498",2021-07-17,106.454527665048
"499",2021-07-18,105.988154722717
"500",2021-07-19,106.111401737809
"501",2021-07-20,106.135336859308
"502",2021-07-21,106.153475859145
"503",2021-07-22,106.173447109309
"504",2021-07-23,107.005210091796
"505",2021-07-24,108.120987569861
"506",2021-07-25,108.714150660197
"507",2021-07-26,109.388175968081
"508",2021-07-27,110.234642664495
"509",2021-07-28,111.470930047015
"510",2021-07-29,112.976679578045
"511",2021-07-30,114.562733303444
"512",2021-07-31,115.655461892331
"513",2021-08-01,116.904804368216
"514",2021-08-02,113.773106366491
"515",2021-08-03,114.248869401795
"516",2021-08-04,113.994904478312
"517",2021-08-05,113.121307038704
"518",2021-08-06,111.464894248365
"519",2021-08-07,110.100595963925
"520",2021-08-08,108.981055166054
"521",2021-08-09,112.006266250483
"522",2021-08-10,111.165803993378
"523",2021-08-11,110.879147366228
"524",2021-08-12,110.689185220915
"525",2021-08-13,110.467166316351
"526",2021-08-14,110.549878270603
"527",2021-08-15,110.599485965037
"528",2021-08-16,110.394309893507
"529",2021-08-17,110.387658039225
"530",2021-08-18,109.854110135005
"531",2021-08-19,109.804196968145
"532",2021-08-20,109.955197395199
"533",2021-08-21,110.322210447494
"534",2021-08-22,110.23566039228
"535",2021-08-23,110.223917641961
"536",2021-08-24,110.393144258713
"537",2021-08-25,111.42247229535
"538",2021-08-26,112.018430224227
"539",2021-08-27,113.283174780748
"540",2021-08-28,113.704841401527
"541",2021-08-29,114.644913496802
"542",2021-08-30,115.75749682953
"543",2021-08-31,117.093020220187
"544",2021-09-01,117.601779599788
"545",2021-09-02,117.593070826491
"546",2021-09-03,117.041404978022
"547",2021-09-04,117.009491146543
"548",2021-09-05,116.93647604743
"549",2021-09-06,115.923289657572
"550",2021-09-07,115.108394590079
"551",2021-09-08,114.168405388928
"552",2021-09-09,114.163529910585
"553",2021-09-10,114.204079675623
"554",2021-09-11,113.839921761298
"555",2021-09-12,113.700596568501
"556",2021-09-13,113.596267922411
"557",2021-09-14,112.317086468805
"558",2021-09-15,112.132892118701
"559",2021-09-16,111.854521530833
"560",2021-09-17,111.841619284216
"561",2021-09-18,112.243111765792
"562",2021-09-19,112.239937595891
"563",2021-09-20,112.386911648624
"564",2021-09-21,112.77939091152
"565",2021-09-22,112.491181485313
"566",2021-09-23,112.496090320888
"567",2021-09-24,113.461380911149
"568",2021-09-25,114.880414034886
"569",2021-09-26,115.219362308341
"570",2021-09-27,115.883331628587
"571",2021-09-28,116.987133783031
"572",2021-09-29,118.026652098562
"573",2021-09-30,120.189392644857
"574",2021-10-01,121.008272777765
"575",2021-10-02,120.677602599537
"576",2021-10-03,120.78208290516
"577",2021-10-04,120.35022480477
"578",2021-10-05,120.178104004981
"579",2021-10-06,119.518805745914
"580",2021-10-07,117.212120014919
"581",2021-10-08,115.358426302885
"582",2021-10-09,114.436749944803
"583",2021-10-10,113.768750113385
"584",2021-10-11,113.21104917957
"585",2021-10-12,112.246733024246
"586",2021-10-13,111.374008148149
"587",2021-10-14,110.892235180218
"588",2021-10-15,110.658896680654
"589",2021-10-16,110.545215108659
"590",2021-10-17,110.513834286077
"591",2021-10-18,110.40271658476
"592",2021-10-19,110.251148287431
"593",2021-10-20,110.674193870534
"594",2021-10-21,111.271114239944
"595",2021-10-22,112.328050588138
"596",2021-10-23,112.913041906103
"597",2021-10-24,113.457654486019
"598",2021-10-25,110.80738386332
"599",2021-10-26,111.964207777976
"600",2021-10-27,113.48718616542
"601",2021-10-28,115.640888354153
"602",2021-10-29,117.230660810834
"603",2021-10-30,117.735298340056
"604",2021-10-31,118.003807714339
"605",2021-11-01,122.697725086139
"606",2021-11-02,123.426030963768
"607",2021-11-03,122.976680271472
"608",2021-11-04,121.242971180331
"609",2021-11-05,119.79623805551
"610",2021-11-06,119.408493084875
"611",2021-11-07,119.296991481267
"612",2021-11-08,117.922924019562
"613",2021-11-09,116.628602675486
"614",2021-11-10,116.025330910248
"615",2021-11-11,116.05834389131
"616",2021-11-12,115.260241353094
"617",2021-11-13,115.153720203912
"618",2021-11-14,115.144344204414
"619",2021-11-15,115.08816625319
"620",2021-11-16,114.90256989563
"621",2021-11-17,115.1006703758
"622",2021-11-18,115.04915421235
"623",2021-11-19,115.701695441382
"624",2021-11-20,116.046741644246
"625",2021-11-21,116.118793590867
"626",2021-11-22,116.598968215829
"627",2021-11-23,117.084837902486
"628",2021-11-24,117.790849381847
"629",2021-11-25,121.327610736425
"630",2021-11-26,126.840940951029
"631",2021-11-27,129.459942666147
"632",2021-11-28,131.723277973958
"633",2021-11-29,134.44521921044
"634",2021-11-30,136.823393651906
"635",2021-12-01,138.574740310086
"636",2021-12-02,136.749545042191
"637",2021-12-03,132.34543444597
"638",2021-12-04,131.146772954691
"639",2021-12-05,129.817443673673
"640",2021-12-06,128.773651562898
"641",2021-12-07,124.842964711753
"642",2021-12-08,124.25772697901
"643",2021-12-09,125.417434650592
"644",2021-12-10,126.89320479796
"645",2021-12-11,127.591098534618
"646",2021-12-12,128.116347057649
"647",2021-12-13,129.144744929711
"648",2021-12-14,133.50927713084
"649",2021-12-15,135.233615480722
"650",2021-12-16,136.188287256175
"651",2021-12-17,137.678148619619
"652",2021-12-18,139.258129868003
"653",2021-12-19,140.283978850347
"654",2021-12-20,142.856402158351
"655",2021-12-21,147.069012860184
"656",2021-12-22,153.07666910769
"657",2021-12-23,159.772238620804
"658",2021-12-24,154.382854934655
"659",2021-12-25,137.429851037452
"660",2021-12-26,129.970391951853
"661",2021-12-27,118.655795576726
"662",2021-12-28,106.188657352922
"663",2021-12-29,92.4958616663675
"664",2021-12-30,77.5829567409186
"665",2021-12-31,72.60681733642
"666",2022-01-01,76.7921380834756
"667",2022-01-02,79.529529632787
"668",2022-01-03,80.4473666235837
"669",2022-01-04,84.280606374376
"670",2022-01-05,87.0791355460839
"671",2022-01-06,88.9474405921826
"672",2022-01-07,91.6934498499932
"673",2022-01-08,97.957767040144
"674",2022-01-09,98.5129098503335
"675",2022-01-10,102.412053243317
"676",2022-01-11,102.312433028843
"677",2022-01-12,101.986925694703
"678",2022-01-13,102.507507443328
"679",2022-01-14,103.587598045088
"680",2022-01-15,104.658610577752
